id	text	humor
9138	استاذ التربيه الاسلاميه الاستاذ للتلميذ الاول ما اسمك فاجاب التلميذ ابراهيم فقال الاستاذ استظهر سوره ابراهيم فاستظهر التلميذ فسال الاستاذ التلميذ الثاني ما اسمك فاجاب التلميذ ياسين فقال الاستاذ استظهر سوره ياسين فاستظهر التلميذ فسال الاستاذ التلميذ الثالث ما اسمك فاجاب التلميذ اسمي كوثر	no
9139	سال المعلم التلميذ ماذا يحدث لو اختلط البحر الابيض المتوسط بالبحر الاحمر فاجابه التلميذ ينتج عن ذلك البحر الوردي	no
9140	المعلم اين تقع لندن التلميذ تقع لندن بجوار	no
9141	المعلم فسر لي لماذا القطار مهم الطالب لان تحته خطين يا استاذ	no
9142	المعلم لاحد تلاميذه كم عدد سكان الدوله التلميذ عشره ملاين واحد المعلم ولماذا هذا الواحد التلميذ لان اختي ولدت اليوم	no
9143	الاستاذ كيف يتكون الندي التلميذ عند دوران الارض تتعب وتعرق فيتكون الندي	no
9144	المدرس ما هي الثوره يا تلاميذ تلميذ كسول زوجه الثور يا استاذ	no
9145	قال الاستاذ لتلاميذه انتم مستقبل الغد انتم مصابيح الغد وقف تلميذ بكل احترام واشار باصبعه الي تلميذ نايم علي الطاوله بجانبه قايلا انظر يااستاذ لقد احترق المصباح بجانبي	no
9146	طلب معلم الرسم من تلاميذه ان يرسموا شجره وعليها عصافير وبعد مده صفق المعلم لجمع الورق وكان كل الطلاب قد رسموا الا واحدا فقط رسم شجره دون عصافير فساله المعلم لماذا لم ترسم يا ولد فاجاب عندما صفقت طارت العصافير	no
9147	التلميذ هل تعلم يااستاذ ان الصرصور يسمع بقدميه الاستاذ كيف عرفت ذلك التلميذ بسيطه قطعت له ارجله ثم صرخت و امرته بالمشي فلم يمش	no
9148	الاستاذ ما تعريف الصخور الراسبه التلميذ هي التي تذاكر طوال العام و لا تنجح	no
9149	الاستاذ للتلميذ ماذا يعجبك في المدرسه التلميذ الجرس يا استاذ	no
9150	الاستاذ متي يحدث الزلزال التلميذ في فصل الشتاء الاستاذ لماذا التلميذ تصاب الارض برد شديد فتعطس ويحدث زلزال	no
9151	المعلم هل تعرفون من هو المنافق التلميذ نعم يا استاذ هو التلميذ الذي يدخل من باب المدرسه مبتسما	no
9152	المعلم كيف نبرد الحليب التلميذ نضع البقره في الثلاجه	no
9153	مدرس التاريخ لاحد تلاميذه لماذا اخفق نابليون في اقتحام سور عكا اجابه بعد تفكير طويل موكد انه نسي المفتاح في البيت يا استاذ	no
9154	الاستاذ متي فتحت الاندلس التلميذ في الصفحه يا استاذ	no
9155	استاذ العلوم ما عمل الاذنين طالب نبيه نسند عليهما النظاره يا استاذ	no
9156	سال الاستاذ تلميذه ما الفرق بين الفيل والحصان قال الحصان ذيله من الخلف اما الفيل فذيله من الامام	no
9157	في حصه الاملاء قال الاستاذ اكتبوا لي بقره وحظيره وحشيش فسلم احد الطلاب ورقته فارغه الاستاذ لماذا ورقتك بيضاء الطالب ماذا افعل يا استاذ البقره اكلت الحشيش ودخلت الحظيره	no
9158	الاستاذ للطالب م هي اكثر كلمه يستخدمها الطالب الطالب لا اعرف الاستاذ احسنت	no
9159	الاستاذ يعيش السمك في الماء التلميذ يعيش يعيش يعيش	no
9160	سال المعلم تلميذه ما الفرق بين الكره الارضيه وكره القدم فاجابه التلميذ كره القدم نلعب بها و الكره الارضيه تلعب بنا	no
9161	سالت المعلمه التلميذه كيف تساعدين امك في البيت فاجابت ابقي في الفراش طويلا كي لا ازعجها	no
9162	سال المعلم التلميذ اذكر اسم شيء يعيش في البحر التلميذ الموج	no
9163	سال المعلم الطالب ماذا فعل الرومان بعد ان عبروا البحر قال الطالب جففوا ملابسهم يا استاذ	no
9164	قال الاستاذ لاحد التلاميذ قل لي اربعه اشياء تحتوي علي الحليب فقال التلميذ الجبن البن وبقرتان	no
9165	طلبت المعلمه من التلاميذ موضوعا عن كره القدم فكتب احد التلاميذ نظرا لسقوط الامطار الغزيره والعواصف تاجلت المباراه	no
9166	قال الابن لابيه اخذت في كل المواد الاب اشرح لي كيف حصلت عليهم قال الابن واحد في الجبر واثنان في الجغرافيا وثلاثه في العلوم واربعه في الاملاء	no
9167	فيه زرافه شردت من حديقه الحيوان ليش ماعندها سالفه	no
9168	قال المعلم للتلميذ الزواحف هي التي تزحف علي الارض التلميذ اذا اختي الصغيره من الزواحف	no
9169	في واحد غبي راح للمرور يبي يغير رقم لوحه سيارته وقال ابي لوحه مكتوب عليها ابو حمد قال العسكري ماعندنا الا ثلاث حروف لكنه اصر وفي النهايه عطوه لوحه مكتوب عليها حمد وبعد فتره شاف لوحه مكتوب عليها ابو ظبي قال يلعن ابو الواسطه الي زي كدا	no
9170	واحد غبي حضر حفله للفنان رامي عياش وكان يغني احطه علي راسي من فوق وبعدين وجه الميكرفون للجمهور رد الغبي الطاقيه	no
9171	في طالب احول راح يبي يهرب من المدرسه دخل غرفه المدير	no
9172	في حرمه قرويه راحت المدينه شافت الجسور والكباري قالت الله يعز الحكومه الي رفعت الشوارع عن البزران	no
9173	في عجوز تلاحق نمله ليش قطعت صلاتها	no
9174	طماطم عطست قالت كتشاب	no
9175	في سياره مرسيدس وقفت عند بيت مهجور ليش تبي تصير مرسيدس شبح	no
9176	واحد غبي يبي يحمض فيلم اخد ليمونه وعصرها عليه	no
9177	احبك حب جوعان يحسب الحطب شابوره احبك حب سكران ينادي العنز يانوره	no
9178	هذولا محششين ثلاته كاشتين كان ما معهم كبريت للنار ورسلوا واحد منهم وراح دخل من الباب الثاني للخيمه وقال معندكم كيبريت حنا جيرانكم قالوهم والله تهنا مرسلين وحد بس ماجا	no
9179	في وحده فرحانه تبي تتزوج ليه عشان تركب قدام	no
9180	احبك اكثر من اهلك واذا مو مصدقني مالت عليك وعلي شكلك	no
9181	مره واحد اهبل شاف امه بتولع قالها منوره ياحجه	no
9182	بدوي اذي مدرس الجغرافيا قال له خط الاستواء جرجره ولا جار	no
9183	حب دكتور لمستشفي المجانين انه ياخذ بعض المجانين في رحله للبحر لعله وعسي يلاحظ بوادر الشفا علي احد منهم فطبعا كان يشوف كل المجانين علي حالهم ولفت نظره مجنون قاعد قبال البحر هادي وشكله يفكر ففرح الدكتور وساله قاعد شتفكر فيه والله يا دكتور افكر لو البحر تشريب جم خبزه يبيله	no
9184	مره واحد لف الفه الا هو انطعج	no
9185	محشش مسكوه الشرطه قالوا له عندك حبوب قال لهم عندكم كيرم	no
9186	ليش الجفا ياقمله في القفا ياحجه ضايعه في الصفا ياقرد من قرود الشفا	no
9187	حرامي نذل دخل بيت يسرقه لقي عجوز بردانه شغل المكيف وطلع	no
9188	واحد حب يشرب الدواء قبل ميعاده بخمس دقايق عشان يفاجي الجراثيم	no
9189	مره في عجوزه كلت صرصور قالت الله يعز الحكومه حتي في التمر حطولنا ميونيز	no
9190	محشش مات ابوه بعد منتهي المغسل قاله واحد عطه ريال اكراميه قال المحشش ليه هو مغسل لكزس	no
9191	خروف بيقول لصاحبه انا عدا علينا ومدبحناش ليه قاله اصل انا مسجليني في شهاده الميلاد حمار	yes
9192	احسن حاجاجات عند الحشاش الشاي والقهوه	no
9193	خكري مات ابوه قاعد يصيح جاله احد اصدقاه قاله سلامات واشفيك قال لا بس الوالد شوي متوفي	no
9194	عجوز خيروهابين العرس او الحج نزلت راسها مستحيه وقالت مادري بس عندي ان الكعبه مهب طايره	no
9195	واحد نزل البحر لقي سحب حسب ثلاجه	no
9196	احول ماتت امه بكي علي ابوه	no
9197	مره في اثنين راحو علبحر واحد صاد والثاني ضاد	no
9198	قروي يقول لاهله تتحدوني اتكلم مكسيكي قالوا نتحدي قال اين انت يافرناندو	no
9199	مره في اثنين راحو البحر واحد صاد والثاني ضاد	no
9200	حمار متلثم واقف فوق الجبل ليش	no
9201	يستهبل مسوي عمره ذيب	no
9202	واحد شرب بنزين فحط	yes
9203	بدوي ينصح جماعته يقول لهم صلوا و صومو وتصدقو مهوب اليا مني دخلت الجنه وعاينت يمين وشمال لقيت حضران متسدحه	no
9204	حمار متلثم واقف فوق جبل ليش يستهبل مسوي عمره ذيب	no
9205	مره واحد ماشي تعب جري	no
9206	لماذا التمساح اخضر وطويل لانه لو كان احمر ومستدير لكان بندوره	no
9207	صوماليه شاركت في مسابقه ملكه جمال العالم فازت بلقب نجاتيف الملكه	no
9208	قرداحي اتصل بمطيري قاله صديقك محتاج مساعدتك رد عليه قاله قوله اني نايم	no
9209	قرد اذنه مقطوعه يطالع نفسه في المرايا يقول سبحان الله الزين ما يكمل	no
9210	محشش ما سك دجاجه ويطقها ويقول يا بنت الكلب كل يوم بيض مافيه جبن	no
9211	فار محشش دخل علي قطاوه قال كلكم مسخره قال قطو اسودشتقول قال الفار ماعدا ابو سمره	no
9212	بخيل دخل الحمام وما طلع لييه لان مكتوب علي باب الحمام ادفع	no
9213	حواطه دخلوا الجنه قال واحد ياولد اطلعت احلي من سوريا	no
9214	فيه محشش راح للبقاله قال فيه ثلج قال البايع ايه قال المحشش حار ولا بارد	yes
9215	في عجوز محششه وقفت تاكسي وقالت له ودني الجنه جعل لوالدينك العليا	no
9216	واحد بدوي يضرب زوجته في الشارع سالوه واحد قاله ليش تضربها قاله بنت الكلب رابحه اقامه في فندق مع شخصين	no
9217	محشش مسكوه الشرطه قالوا له اركب معانا قال لهم لا مشكورين البيت قريب	no
9218	حكمه محشش اجمل خمسه اشياء بالدنيا ثلاث الاكل والنوم	no
9219	كيف كانت نهايه لعبه شطرنج بين اتنين صعايده انجلط المللك ه	yes
9220	مره واحد محشش اتصل تلفون فجاوب صاحب البيت وقال المحشش هذا بيت ابو خالد فجاوب الرجل لاوالله قال المحشش طيب ليش بتردوا	no
9221	فيه محشش جلس بالفصل رجل علي رجل المدرس قاله هاذي جلسه رد عليه لا نسخه اصليه	no
9222	فيه خكري مات ابوه لبس هيلا هوب اسود	no
9223	صعيدي راح لمحل قال للراجل بتاع المحل انا عاوز اشتري الغساله دي قال له الراجل صاحب المحل احنا مابنبعش لصعايده راح الصعيدي وجه تاني يوم ولابس نقاب وقال لوسمحت عايزين الغساله دي قال له صاحب المحل احنا مابنبعش لصعايده قال له الصعيدي اموت واعرف انت بتعرفني كل مره ازاي قال له عشان ده تلفزيون مش غساله	yes
9224	مره واحد محش وقع في حفره قال احسن ه	no
9225	واحد مسطول بسال واحد مسطول قال له هو يوم الخميس يوافق فقال له لو ضغط عليه حوافق	no
9226	محشش يدور بالسياره ليه يبغي يشوف رقم لوحه السياره	no
9227	نذل يصب لبوه قهوه قاله ابوه وش اخر اخبار النذاله قاله نص الدله ديتول	no
9228	ياقطعه من كيكه ياصوت مزيكه ياحبه مكنتوشه وصارت عليها هوشه	no
9229	في غبي راح عند بقاله قاله عندك ليمون قاله صاحب البقاله نعم قاله الغبي نيالك حنا ما عندنا في وحده حبت تكنس بس تكنس ما حبها	no
9230	اسفل القمر قرب البحر جنب الصخر تحت المطر هندي يزق	no
9231	اشوف الليل تكبر فرحتنا اشوف النهارتزيدبهجتنا كل ما اشوفك اتذكر عنزتنا	no
9232	ثلاث نملات راحوا البحراثنين اتسبحوا والثالثه لا ليش الثالثه من عيله محافظه	no
9233	غبي راح عند ثلاجه البيبسي يحط ريال وتنزل بيبسي فرح الغبي وجلس يكرر الشغله جاء له واحد يقول له ماخلصت رد عليه الغبي مادام اني بفوز راح استمر هاهه ها هه هاهه	no
9234	ليش النمله ما تتزوج فيل لان الفيل صايع والنمله من عايله محافظه	no
9235	كان في خروف ونعجه قاعدين علي البحر ليله خميس فقالت النعجه امباع فقال الخروف عمري هالصوت	no
9236	مره واحد قروي جاب زوجته وولده المدينه شافو عماره قال الولد ابوي وش هذا قال ما ادري بعدين شافو طياره قال الولد ابوي وش هذا قال ما ادري وشافو العاب ناريه قال الولد ابوي وش هذا قال ما ادري قالت الام لولدها خلاص يا ولد هريت ابوك اسيله قال القروي سيبيه يتعلم	no
9237	يقول مره اثنين محششين في السياره الاول انتبه العامود الثاني الاول يا اخي انتبه العامود الثاني الاول حنصدم في العامود الثاني طراخ وفي المستشفي الاول يا اخي ما قلتلك انتبه العامود الثاني انت اللي تسوق مو انا	no
9238	قهوجي اشتري سياره جديده طلع كراسيها بره	no
9239	فيه وحده راحت تخطب لولدها سالتها العروس ابنك يدخن قالت العجوز والله ما اظن بس يمكن لما بيكون سكران يدخن	no
9240	فيه دجاج سيب العالم كله وراح للكويت ليش لان الكويت يدلعونه ديايه	no
9241	في واحد محشش راح يخطب قالوا له اهل البنت والله بنتنا تدرس قال خلاص اجيكم في الفسحه	yes
9242	خروف سكران طلع في التكسي وقال للسواق علمسلخ اذا سمحت	yes
9243	خروف يسيل خروف مر عيدين والي الحين ما ذبحوك قال مسجل بشهاده الميلاد حمار	yes
9244	سوداني شافاسد قال عليك الله ما تاكلني قال الاسد اصلاا الدكتور مانعني من المشاوي	no
9245	حضرمي حلم انه يوزع فلوس يوم قام من النوم قال حمار الي ينام مره ثانيه	no
9246	اثنين محششين الاول يقول تخيل تقوم من النوم تلقي نفسك ميت قال الثاني والله لانهبل	no
9247	سكران يسال خويه انت ليش اصلع قال من الزمن قال لا عاد تحلق عنده	no
9248	واحد سال محشش امك حيه قال لا عقرب قاله لا اقصد عايشه قال لا خديجه	no
9249	حبه سكر مرت بجانب كوب ماي التفتت عليه وقالتله اوه يا مدوبني	yes
9250	بقره تمشي طبت في حفره الا تقول حق نفسها صج بقره	no
9251	مره فيل مواعد نمله علي البحر فجاه نقز الفيل في البحر ليش عشان اخو النمله شافهم	no
9252	في مره بالغابه اسد زوج بنته ودعا جميع حيوانات الغابه ولكل حضر ما عدا دوده منو هذي دوده وليش دوده ام اربعه واربعين ولانها جالسه تلبس جواتيها هاهاهاها	no
9253	في وحده صاحبتنا رموها في البحر ما غرقت ليش لان اسمها بطه	no
9254	فيل حب نمله ولما روح يخطبها اهلها رفضوا فقالت النمله للفيل الي في بطني وين اوديه	no
9255	نملتين رايحات الدكان وحده دخلت تشتري والثانيه لا ليش عليها دين	no
9256	نعجه يوم تصيح تقول ماع وهي مغمضه عيونها ليش لانها حافظته عن غيب هاهاهاهاهاها	no
9257	فيل و نمله متواعدين فجاه سمعوا حد جاي باتجاهم جان النمله تقول للفيل اتخبي وراي انا بحميك	no
9258	احبك يا راوشني عبرني وانعشني دلعني وهششني كسرني وفشفشني بس لا تطنشني	no
9259	بدوي يضرب زوجته سالوه ليش قال بنت الكلب ربحت اقامه في فندق مع شخصين	yes
9260	محشش دقت عليه امه وقالت له وينك ياولدي قالها من عطاك الرقم ياحلوه	no
9261	محشش ركض بالبيت صدم امه قالت له عمي يعميك ما شفتني قال شفيك بس ما ادري وين	no
9262	مره قزم عطس خبط راسه في الارض	no
9263	فيه عجوز كحت طاح لسانها	no
9264	صعيدي قتل ولده ولما سالوه ليش قال عصفور في الجنه ولا حمار في الارض	no
9265	سالت الطير تقدر توصل سلامي للغالين قال الطير ليش سواق ابوك انا	no
9266	كح كح كح كح عفوا الهاتف المطلوب مصاب بالربو الرجاء عدم ارسال رسايل مغبره	no
9267	تزعه زته زته زبعه دزعه زبعه دزعه تعرف وش هذا سوداني يرقم	no
9268	محشش يقول ذكري ما ماتت انا سمعتها بالراديو تقول مافيني شي جرح في طرف اصبعي	no
9269	اهبل فتحوا محطه بانزين عند بيتهم قال اشوه يعني بنروح نترس بانزين مشي	no
9270	محشش طلع من البقاله يضحك قالوا اشفيك تضحك قال حاسبتهم وما شريت	no
9271	محششين طق مطر قاموا يناقزون ليش ما يبون يدوسون علي نعمه الله	no
9272	قرويه راحت للمشغل قالت لها اللبنانيه بدك ميك اب قالت لا ابي بيبسي قواطي	yes
9273	دق علي خويه قاله لاتدق علي النورس تراني بعته	no
9274	محشش محمل حجاج وقاعد يوصيهم	no
9275	سودانيه سالوها كيف شعب الخليج قالت والله طيبين ومحترمين ويقدرون الواحد ودايما ينادوني ويقولون يا خاله	no
9276	ديك قال للدجاجه انتي شو تستفيدين تجبين بيض والناس ياكلونهم قالت والله انا احسن من اللي ياذن ولا يصلي	no
9277	محشش يدور بالبيت صدم امه قالت عمي ماشفتن قال شايفك بس وين مااذ كر	no
9278	مايع امه تعبانه راح يجيب لها الدكتور لما رجع شاف امه ميته قالها يالبايخه	no
9279	نذل صور زوجته عاريه قال لها ترجعين المهر ولا اوزع الصوره	no
9280	مره واحد صعيدي حب يقوم بدري حط قنبله تحت المخده	no
9281	محشش مسكته الشرطه قالو له ليش عيونك حمره قال لهم شارب فيمتو وانا منسدح	no
9282	دعني اتذوق شفتيك المس اسنانك اشعر بلسانك انا حبيبك سيجنال	no
9283	غبي بيدهن بحيط حكاله صاحبه حط جريده تحتك قال له لا انا هيك طايل	no
9284	محشش قاعد يفكر لحاله ويقول ياتري انا مواعد وحده الساعه ثنتين ولا مواعد ثنتين الساعه وحده خ	no
9285	فيه عجوز طلع عليها جني قالت بسم الله علي قال من زينك	no
9286	فيه عجايز لعبو ورقه تهاوشو علي ورقه الشايب	no
9287	محشش قاله ابوه ايش تسوي قال ولا شي قال واخوك قال يساعدني	no
9288	غبي له ثلاث شياطين واحد يوسوس له واثنين يفهمونه رواد فضاء هبطوا علي القمر جاهم هندي دق الجامه قال بابا غسل صاروخ هيهيهيهيه	no
9289	في واحد محشش تزوج وبعد شهرر من زواجه ولدت زوجته قالوا الناس كيف قال بديناا با الحسد	no
9290	في واحد عرف ايميل جني كام يدزله بسم الله الرحمن الرحيم	no
9291	محشش رح يخطب وحده قال له ابوها ان البنت تدرس قال بسيطه اجي بالفسحه	yes
9292	واحده عجوزه عندها سنه لقت المصباح السحري دعكته طلعلها حارس المصباح قالها عاوزه ايه قاليتله عاوزه اصغر في السن خلاها ماعجبهاشماعجبهاشماعجبهاشماعجبهاش خلاها سنين جالها الحصبه ماتت	no
9293	في واحد يمشيء ورا وحدا يعااكسهاا قال الحلوه وراهاا مشواار قالت لا وراها حماار	no
9294	وحده ليله الدخله تبي زوجها يستانس قالت انا حامل	no
9295	محشش يقول لمطوع سبحان الله الانسان مثل بني ادم اذا توفي خلاص مات	no
9296	انا حبيبي ما في نوم تعرف ليش انا افكر في انت دوم	no
9297	فيه هندي طلع القمر ليه يجمع العلب الفارغه	no
9298	في اربع عجايز ركبو مع سواق تكسي يبو يروحو لمدينه ثانيه ركبو مع السواق وبعد كل كيلو يوقفو السواق وينزلو يشخوا يتبولو وقبل المدينه بثلاثين كيلوسالوالسواق كم باقي علي المدينه رد عليهم وقال في باقي ثلاثه شخ	no
9299	امريكي ببريده ارتكب جريمه قتل حكمو عليه بالاعدام واختارو طريقه الاعدام انه تكون بالغاز جابو الامريكي دخلوه الي غرفه ما بها سقف الامريكي جلس يضحك عليهم بعدشوي طاحت اسطوانه الغاز علي راسه ومات	no
9300	المدرس كيف تكون في الصف الخامس ولا تعرف ابن بطوطه الطالب ربما يكون في الصف السادس	no
9301	نمله قاعده تدور حول النار ليش تغني يا نار شبي	no
9302	المدرس وقفت السياره في مكان ممنوع اعرب السياره الطالب السياره فاعل مرفوع بالونش	yes
9303	استاذه رياضيات حامل وضعت امتحان	no
9304	نمر جالس يطالع في قطه ويبكي ليش يتذكر ايام شبابه فيه حمار جالس يشوف سباق خيول ويقول لتني مكمل ثانويه	no
9305	واحد جالس جنب ملكه جمال العالم وقالتله بوسني قال لا عربي	no
9306	مره غبيه لقت في بطاقه زوجها مكتوب رجل اعمال مسحتها وكتبت رجل منيره هع هع هع هع هع	no
9307	طماطتين يركضون بالشارع اجت سياره ودهست الاخت الكبيره راحت الطماطه الصغيره تركض لامها وتصارخ ماما الحقي اختي الكبيره صارت كاتشب	no
9308	القمر قال بتزوج الشمس قالت الشمس لالالالالالا قال القمر ليش قالت الشمس لانك تسهر بالليل	no
9309	حجتين وقفوا ليموزين تهاوشوا مين يركب قدام قال الهندي الي يقول مثل احسن هو الي يركب قدام قالت الاولي كل بصل وانسي الي حصل قالت الثانيه كل ثوم وانسي الهموم قال الهندي كولوا خرا وارجعوا ورا	no
9310	واحد وحش مره اتزوج وحده وحشه مره جابو ولد رموه	no
9311	في وحده غبيه حرقت بيتها ليش علشان تبي تشوف حبيبها شغال في الدفاع المدني	no
9312	فيل خرطومه قصير ليش امه فلبينيه	no
9313	اعرب الرجل فاعل مغرور بنفسه وعلامه رفعه الجزمه الظاهره علي وجه ه	no
9314	ماهو الشبه بين النساء والملح كلهم يرفعوا الضغط مش كده	no
9315	فيه ثلاث عجايز سهرانات علي المصارعه نامت وحده وعندما اصبح الصباح ساله العجوز التي نامت خوياتها وش سوت المصارعه البارح قالت خويتها لو ما قفلت التلفزيون كان تذابحوا	no
9316	في واحد بخيل اولاده نجحوا في الاختبارات جاب لهم كوره وقال لهم لو نجحتم السنه الجايه حنفخها لكم	no
9317	نمله رفضت الدخول من تحت الباب ليش خايفه علي تسريحه شعرها تتلخبط	no
9318	في وحده بنت دلوعه راحت محل ادوات رياضيه ليش تبي تشتري برقع اديداس	no
9319	محشش قال لمحشش انا بردان من المكيف قال والنعم وانا محمد من الرياض	no
9320	اذا مافيه احراج ابغي درهم وبرجعها لك بعد بكره محشش يكلم جهاز الصراف	yes
9321	مولاي شخص بالباب ابلشنا يريد ان يخش للوالي اكلتك امك دعه عند الباب حتي اذن له بالخشوش محششين يمثلون بالعربيه الفصحي	no
9322	قلنا نتصل نسال عن احوالكم يعني اذا ما سوينا شي انتوما تسالون محشش دق علي الشرطه	yes
9323	محشش يسال محشش وش وجه الشبه بين الحليب والحمار قال الحماريعني واخر حروف وتعني مفتاح ومنها الصبر مفتاح الفرج واكثر ناس يقولونها المصريين وعاصمه مصر القاهره واخره هره والهره تشرب الحليب شفت الشبه ô	no
9324	محشش فتح محل سماه بقاله الاقمشه لحلاقه الاحذيه الغذاييه	no
9325	محشش شاف لافته مكتوب عليها مزرعه ابقار سال راعي المزرعه كيف تزرعون البقر قالهالراعي باستعباط نرش سكر ويطلع البقر	no
9326	راح المحشش ثاني يوم ورش سكر رجع ثاني يوم شاف النمل متجمعين قال يحليلهم البقر وهم صغار	no
9327	محشش متاخر عن الدوام قاله المدير وين الناس قال والله مادري عنهم انا توني جاي	no
9328	محشش قالوا له في الصين كل دقيقه ينولد واحد قال هذا التطورمو حنا كل اشهر	no
9329	محشش طلبت المحكمهمنه شي يثبت ملكيته للبيت جاب لهم صورته وهو يغسل الحوش	no
9330	اثنين محششين انقلبوا بالسياره واحد قال اظن انقلبنا رد الثاني بدينا نوسوس	no
9331	محشش جالس يطالع مباراه ريال مدريد سمع المذيع يقول فاول لصالح رونالدو قال تصدقون توني ادري ان اسمه الاول صالح	no
9332	اربعه محششين راكبين سياره وقفوا وبعدين ركبوا السياره وتلخبطوا في الاماكن وركب السواق ورا جا يقول يا شباب بدون مزح ثقيل اللي اخذ الدركسون يرجعه	yes
9333	فيه ثلاثه محششين في مزرعه طبوا عليهم الشرطه انخشوا في كراتين جاء الشرطي شات الكرتون الاول قال كاك كاك بطه وشات الثاني قال كوكوكوكو ديك وشات الكرتون الثالث ماقال شي وشاته مره ثانيه ساكت وشاته بكل قوته قال بطاطس بطاطس	no
9334	فيه اثنين حشاشين واحد منهم يسال الثاني ظنك يوم الاربعاء يوافق عشره قال الثاني والله مدري بس يمكن اذاضغطنا عليه يوافق	yes
9335	فيه محشش يبغي يتعلم الفرنسيه قال له رفيقه اذا تبغي تتعلم الفرنسيه اضف في اخر كل كلمه وبعدين راح للكافي شوب وقال لو سمحتون ابغي شاهيون قال له العامل باردون يعني ما فهمت قال له لا حارون	yes
9336	محشش تزوج مدرسه لغه انجليزيه يوم قاموا الصبح قالت صباح الخير يازوجي العزيز قال يلعن ابوالانجليزي	yes
9337	محشش سال خويه وين ولدت قال بالمستشفي قال ليش كنت مريض	yes
9338	واحد نايم جنب مراته فسمعت صوت بتقوله يا قوم يا راجل في حرامي في الصاله قالها يا شيخه نامي جنبك سبع قالتله يا راجل في حرامي في اوضه النوم قالها يا شيخه نامي جنبك سبع وبعدين قالتله يا راجل حرامي شالني وماشي قالها روحي ماتخفيش سايبه في البيت سبع	no
9339	قايمه اغني خمس رجال في العالم كارلوس سليم بيل جيتس وليد بن طلال دراين بوليف الحاج صالح صاحب المطبعه اللي ابو اسماعيل بيطبع بوستراته فيها	no
9340	مره واحد رجع من الشغل لقي بيته بيحترق راح دخل وجاب بنته وطلع ورجع مره تانيه وجاب ابنه ورجع تالت مره وجاب مراته ورجع رابع مره وجه فاضي ورجع خامس مره وجه فاضي فقالولو الناس ليه بتروح وترجع فاضي قالهم بروح اقلب حماتي قايمه	no
9341	محشش كل مايشوف مراته يروح رازعها قلم ويقولها انتي مش لابسه اللكلوك ليه يشوفها يرزعها القلم ويقولها انتي مش لابسه اللكلوك ليه مراته فاض بيها راحت اشتكته لابوه ابوه قاله لكلوك ايه اللي عايز تلبسه لمراتك راح رازعها قلم وقالها انتي مش لابسه اللكلوك ليه قاله انا عايز اضربها وخلاص شكلها بيعصبني ابوه قاله خلاص بس لازم تضربها بسبب يعني مثلا قولها اعمليلي حاجه دافيه اشربها لو عملتلك شاي قولها انتي عملتي شاي ليه انا كنت عايز سحلب واضربها ولو عملتلك سحلب قولها انا كنت عايز شاي واضربها فراح قايلها اعمليلي حاجه اشربها فقالتله شاي ولا سحلب	no
9342	مدرسه فرنساوي بتسال طالب فاشل يعني ايه نجمه بالفرنساوي الطالب اللي جنبه غششه و كتبله علي الديسك ليتوال الولد قالها نجمه يعني ليتوال المدرسه اتصدمت ازاي عرفها قالتله طب حطها في جمله قالها ليتوال المفروض يقعدوا ورا و القصيرين قدام ليه سموا دمياط بالاسم ده كان في مره واحده حلوه معديه جنب ولدين ولد راح يعاكسها فصاحبه قاله بس علشان دي مياط واحد صاحبي	no
9343	حنون عنده زوق اخلاقه عاليه بحب المرح لما تكوني متضايقه بيواسيكي بيقعد معاكي بيخفف عنك بيداويكي اذا مرضتي بيموت حتي يراضيكي لما يقوم من النوم بيقولك صباح الحب ياحياتي صوته هادي ونعم الرجال ياربي سامحني علي كل الكذب ده حمله امدحيه يمكن يتغير	no
9344	كاد رجل ان يقتل شخصا غريبا في بيته واتضح فيما بعد	no
9345	حاجات بتميز الراجل العربي بيقدر الجمال	no
9346	انكسر الكرسي و وقع الفيل قالتلو النمله بتستاهل مو قلتلك اقعد بحضني	no
9347	محشش ماشي في الشارع شاف وحده هنديه علي راسها نقطه حمره قالها يامدام خدي بالك التسجيل شغال	no
9348	محشش شاف وحده انجليزيه سالها اسمك ايه قالتله نيسان براون اند يو قلها المحشش انا كيا سيراتو موف مع فتحه سقف هيدروماتك	yes
9349	قال احد الحكماء اذا اهانك احد بكلمه ما فهدي اعصابك وانظر الي الاسفل وتامل قليلا ونقي احسن طوبه قدامك واحدفها ف دماغ امه ومتسبش حقك	no
9350	ولد صغير دخل علي ابوه و هو بيتفرج علي عرض مايوهات البحر الاب اتكسف و قاله شايف يابني الستات الفقرا دول مش لاقيين حاجه يلبسوها غير ده غمز الواد لابوه و قالهطب لما تلاقي قناه عليها ستات افقر من كده ابقي نادي عليا يا حج	no
9351	وضعت زوجته قليلا من شوكلاه نوتيلا علي شفتيها ليصبح الجو رومنسيا قام شاامطها ككف وقالها صغيره ما بتعرفي تاكلي وتستمر الرومنسيه	no
9352	انا ماما انا رايح رحله تبع الجامعه الاسبوع الجاي بابا مفيش رحلات انا ليه بس بابا انا خايف عليك يا بني انت مش شايف البلد بايظه وبلطجيه وانفلات امني انا بابا انا معايا فلوس الرحله متقلقش بابا وماما تروح وترجع بالسلامه يابني	no
9353	كان نفسي ارشح نفسي للرياسه بس اهلي ضغطوا عليا اكمل تعليمي وعلي راي المثل يا مستني رييس جديد يعدل الوضع الحالي يا مستني توم كروز في الجزء الرابع من سعد الدالي	no
